"symbol","company","weight","sector","shares_held"
"NTAP","NetApp Inc.",0.000516560501185566,"Information Technology",3105495
"JNPR","Juniper Networks Inc.",0.000512007499983764,"Information Technology",4338096
"PRGO","Perrigo Co. Plc",0.00051082672165011,"Health Care",1626504
"IFF","International Flavors & Fragrances Inc.",0.000510416451212146,"Materials",898593
"CINF","Cincinnati Financial Corporation",0.000509225666282443,"Financials",1713574
"LEN","Lennar Corporation Class A",0.000506764043654656,"Consumer Discretionary",2330567
"CBG","CBRE Group Inc. Class A",0.000505943502778727,"Real Estate",3430613
"UDR","UDR Inc.",0.00049953928130806,"Real Estate",3018313
"ANSS","ANSYS Inc.",0.000498678714047939,"Information Technology",975600
"RE","Everest Re Group Ltd.",0.000496567322281829,"Financials",468640
"CPB","Campbell Soup Company",0.000495066332874641,"Consumer Staples",2214704
"UNM","Unum Group",0.000494455930515718,"Financials",2627306
"UHS","Universal Health Services Inc. Class B",0.000489652764412718,"Health Care",1016786
"AJG","Arthur J. Gallagher & Co.",0.000487181135188882,"Financials",2059160
"OKE","ONEOK Inc.",0.000486750851558822,"Energy",2371855
"DVA","DaVita Inc.",0.000483088437405284,"Health Care",1784474
"ETFC","E*TRADE Financial Corporation",0.000480716874141928,"Financials",3179485
"TIF","Tiffany & Co.",0.000478405350454859,"Consumer Discretionary",1249286
"FBHS","Fortune Brands Home & Security Inc.",0.000476704229126713,"Industrials",1729974
"RJF","Raymond James Financial Inc.",0.000475973747615215,"Financials",1489032
"EXPD","Expeditors International of Washington Inc.",0.000475283292487909,"Industrials",2057858
"FMC","FMC Corporation",0.000471480785989701,"Materials",1511263
"VAR","Varian Medical Systems Inc.",0.000471250634280599,"Health Care",1075479
"TSS","Total System Services Inc.",0.000469089209534249,"Information Technology",1913199
"HOG","Harley-Davidson Inc.",0.000468348721426703,"Consumer Discretionary",2021245
"LKQ","LKQ Corporation",0.000468058530141313,"Consumer Discretionary",3476614
"SCG","SCANA Corporation",0.000467828378432211,"Utilities",1614644
"XYL","Xylem Inc.",0.000467378081610055,"Industrials",2061999
"EXR","Extra Space Storage Inc.",0.000464786373233644,"Real Estate",1414686
"MRO","Marathon Oil Corporation",0.000462614941891246,"Energy",9617110
"PNW","Pinnacle West Capital Corporation",0.000459923167554357,"Utilities",1255028
"EQT","EQT Corporation",0.000459472870732201,"Energy",1960011
"IPG","Interpublic Group of Companies Inc.",0.00045909262008238,"Consumer Discretionary",4537810
"GWW","W.W. Grainger Inc.",0.000456550944686209,"Industrials",620442
"LNT","Alliant Energy Corp",0.000452037969868598,"Utilities",2614001
"CHRW","C.H. Robinson Worldwide Inc.",0.0004517878049674,"Industrials",1616539
"WU","Western Union Company",0.000451387541125484,"Information Technology",5644032
"HRL","Hormel Foods Corporation",0.000443412284075294,"Consumer Staples",3041870
"AMG","Affiliated Managers Group Inc.",0.000437528405599119,"Financials",650297
"FRT","Federal Realty Investment Trust",0.000431194230300787,"Real Estate",826514
"COTY","Coty Inc. Class A",0.000430663880710248,"Consumer Staples",5393352
"REG","Regency Centers Corporation",0.000426491130158266,"Real Estate",1673955
"PVH","PVH Corp.",0.000425870721203296,"Consumer Discretionary",923953
"AKAM","Akamai Technologies Inc.",0.000425340371612756,"Information Technology",1987372
"QRVO","Qorvo Inc.",0.000423659263476706,"Information Technology",1451961
"SNA","Snap-on Incorporated",0.000423409098575508,"Industrials",657020
"URI","United Rentals Inc.",0.000421207647444966,"Industrials",962905
"SEE","Sealed Air Corporation",0.000418425813743645,"Materials",2237208
"XEC","Cimarex Energy Co.",0.000415854118559331,"Energy",1071797
"AAP","Advance Auto Parts Inc.",0.000414613300649389,"Consumer Discretionary",829965
"BF.B","Brown-Forman Corporation Class B",0.000413482555295974,"Consumer Staples",2026385
"IRM","Iron Mountain Inc.",0.000404976948655245,"Real Estate",2812042
"GT","Goodyear Tire & Rubber Company",0.000404946928867101,"Consumer Discretionary",2884474
"ZION","Zions Bancorporation",0.000404576684813328,"Financials",2312772
"HBI","Hanesbrands Inc.",0.000404006308838597,"Consumer Discretionary",4284833
"FFIV","F5 Networks Inc.",0.00040264541177608,"Information Technology",742454
"TMK","Torchmark Corporation",0.000401054363004462,"Financials",1270221
"VRSN","VeriSign Inc.",0.000399803538498472,"Information Technology",1019900
"NI","NiSource Inc",0.000399613413173562,"Utilities",3711168
"BWA","BorgWarner Inc.",0.000393369297239661,"Consumer Discretionary",2288562
"LUK","Leucadia National Corporation",0.000392658828920259,"Financials",3766233
"CBOE","CBOE Holdings Inc.",0.000381611546883359,"Financials",1030411
"MOS","Mosaic Company",0.000381591533691263,"Materials",3981936
"NDAQ","Nasdaq Inc.",0.000376618255455449,"Financials",1292213
"AVY","Avery Dennison Corporation",0.000371224700185621,"Materials",1010565
"ALLE","Allegion PLC",0.000368963209478792,"Industrials",1085808
"AYI","Acuity Brands Inc.",0.000364440228065134,"Industrials",493108
"JBHT","J.B. Hunt Transport Services Inc.",0.000363759779533875,"Industrials",1004739
"AES","AES Corporation",0.000359276824504409,"Utilities",7449634
"KIM","Kimco Realty Corporation",0.0003573955844474,"Real Estate",4761811
"PKI","PerkinElmer Inc.",0.000350681158499248,"Health Care",1228001
"MAC","Macerich Company",0.000341775288016602,"Real Estate",1425984
"EVHC","Envision Healthcare Corp.",0.000336381732746775,"Health Care",1329430
"LEG","Leggett & Platt Incorporated",0.000336041508481146,"Consumer Discretionary",1531036
"TSCO","Tractor Supply Company",0.00033164861281611,"Consumer Discretionary",1509856
"MAT","Mattel Inc.",0.000331528533663535,"Consumer Discretionary",3842618
"PHM","PulteGroup Inc.",0.000330187649793114,"Consumer Discretionary",3277242
"M","Macy's Inc",0.000325184351769156,"Consumer Discretionary",3500039
"AIV","Apartment Investment and Management Company Class A",0.000323273091924004,"Real Estate",1769933
"KSS","Kohl's Corporation",0.000311595394336085,"Consumer Discretionary",2016978
"FL","Foot Locker Inc.",0.000309754180663268,"Consumer Discretionary",1545826
"HRB","H&R Block Inc.",0.000309524028954166,"Consumer Discretionary",2374085
"SRCL","Stericycle Inc.",0.000307993019758834,"Industrials",960251
"JEC","Jacobs Engineering Group Inc.",0.000304870961791884,"Industrials",1383757
"CF","CF Industries Holdings Inc.",0.000302909668966493,"Materials",2645014
"SNI","Scripps Networks Interactive Inc. Class A",0.000301858976381461,"Consumer Discretionary",1073512
"XRX","Xerox Corporation",0.000293143231223726,"Information Technology",2470641
"RHI","Robert Half International Inc.",0.000292712947593665,"Industrials",1478354
"FLR","Fluor Corporation",0.000287739669357851,"Industrials",1567506
"PBCT","People's United Financial Inc.",0.000283827090303115,"Financials",3950764
"GRMN","Garmin Ltd.",0.00028351688582563,"Consumer Discretionary",1325230
"SPLS","Staples Inc.",0.000283216687944192,"Consumer Discretionary",7307487
"KORS","Michael Kors Holdings Ltd",0.000276852492857717,"Consumer Discretionary",1877760
"FLS","Flowserve Corporation",0.000272839847842502,"Industrials",1470639
"AIZ","Assurant Inc.",0.000269367559013875,"Financials",637694
"HP","Helmerich & Payne Inc.",0.000268557024733994,"Energy",1220558
"JWN","Nordstrom Inc.",0.000265865250397104,"Consumer Discretionary",1327624
"DISCK","Discovery Communications Inc. Class C",0.000258450362725598,"Consumer Discretionary",2472058
"NFX","Newfield Exploration Company",0.000257369650352423,"Energy",2240017
"NRG","NRG Energy Inc.",0.000256599142456733,"Utilities",3536784
"NWSA","News Corporation Class A",0.000243680626958872,"Consumer Discretionary",4297896
"GPS","Gap Inc.",0.000233393846221614,"Consumer Discretionary",2546347
"NAVI","Navient Corp",0.000230872184017539,"Financials",3467337
"FLIR","FLIR Systems Inc.",0.000226719446657653,"Information Technology",1551311
"PWR","Quanta Services Inc.",0.000226139064086874,"Industrials",1714212
"CSRA","CSRA Inc.",0.00022135591117597,"Information Technology",1662725
"MNK","Mallinckrodt Plc",0.000219934974537166,"Health Care",1138121
"BBBY","Bed Bath & Beyond Inc.",0.000216482698900634,"Consumer Discretionary",1750061
"RRC","Range Resources Corporation",0.00019868096453139,"Energy",2139361
"RL","Ralph Lauren Corporation Class A",0.000198520858994623,"Consumer Discretionary",654264
"TRIP","TripAdvisor Inc.",0.000198520858994623,"Consumer Discretionary",1287473
"SIG","Signet Jewelers Limited",0.000193797745660007,"Consumer Discretionary",795281
"MUR","Murphy Oil Corporation",0.000188984572960959,"Energy",1822925
"PDCO","Patterson Companies Inc.",0.000188384177198084,"Health Care",943863
"DISCA","Discovery Communications Inc. Class A",0.000182690424046819,"Consumer Discretionary",1697906
"UAA","Under Armour Inc. Class A",0.000181709777634123,"Consumer Discretionary",2054444
"UA","Under Armour Inc. Class C",0.000169501730455664,"Consumer Discretionary",2067622
"CHK","Chesapeake Energy Corporation",0.000161626539365954,"Energy",8477158
"RIG","Transocean Ltd.",0.000149158320690249,"Energy",4419310
"AN","AutoNation Inc.",0.000123951705245547,"Consumer Discretionary",751804
"NWS","News Corporation Class B",7.33683622233268e-05,"Consumer Discretionary",1251645
